slot_ordinal,role,scheduled_start_utc,scheduled_end_utc,status,reason_code,failure_classification,evidence_kind,slot_directory_present,eligible_anchor_ns,cumulative_training_eligible_anchor_ns
195,training,2026-07-31T17:15:00+00:00,2026-07-31T17:35:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
196,training,2026-07-31T17:40:00+00:00,2026-07-31T18:00:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
197,training,2026-07-31T18:05:00+00:00,2026-07-31T18:25:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
198,training,2026-07-31T18:30:00+00:00,2026-07-31T18:50:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
199,training,2026-07-31T18:55:00+00:00,2026-07-31T19:15:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
200,training,2026-07-31T19:20:00+00:00,2026-07-31T19:40:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
201,training,2026-07-31T19:45:00+00:00,2026-07-31T20:05:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
202,training,2026-07-31T20:10:00+00:00,2026-07-31T20:30:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
203,training,2026-07-31T20:35:00+00:00,2026-07-31T20:55:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
204,training,2026-07-31T21:00:00+00:00,2026-07-31T21:20:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
205,training,2026-07-31T21:25:00+00:00,2026-07-31T21:45:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
206,training,2026-07-31T21:50:00+00:00,2026-07-31T22:10:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
207,training,2026-07-31T22:15:00+00:00,2026-07-31T22:35:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
208,training,2026-07-31T22:40:00+00:00,2026-07-31T23:00:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
209,training,2026-07-31T23:05:00+00:00,2026-07-31T23:25:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
210,training,2026-07-31T23:30:00+00:00,2026-07-31T23:50:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
211,training,2026-07-31T23:55:00+00:00,2026-08-01T00:15:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
212,training,2026-08-01T00:20:00+00:00,2026-08-01T00:40:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
213,training,2026-08-01T00:45:00+00:00,2026-08-01T01:05:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
214,training,2026-08-01T01:10:00+00:00,2026-08-01T01:30:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
215,training,2026-08-01T01:35:00+00:00,2026-08-01T01:55:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
216,training,2026-08-01T02:00:00+00:00,2026-08-01T02:20:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
217,training,2026-08-01T02:25:00+00:00,2026-08-01T02:45:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
218,training,2026-08-01T02:50:00+00:00,2026-08-01T03:10:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
219,training,2026-08-01T03:15:00+00:00,2026-08-01T03:35:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
220,training,2026-08-01T03:40:00+00:00,2026-08-01T04:00:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
221,training,2026-08-01T04:05:00+00:00,2026-08-01T04:25:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
222,training,2026-08-01T04:30:00+00:00,2026-08-01T04:50:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
223,training,2026-08-01T04:55:00+00:00,2026-08-01T05:15:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
224,training,2026-08-01T05:20:00+00:00,2026-08-01T05:40:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
225,training,2026-08-01T05:45:00+00:00,2026-08-01T06:05:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
226,training,2026-08-01T06:10:00+00:00,2026-08-01T06:30:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
227,training,2026-08-01T06:35:00+00:00,2026-08-01T06:55:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
228,training,2026-08-01T07:00:00+00:00,2026-08-01T07:20:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
229,training,2026-08-01T07:25:00+00:00,2026-08-01T07:45:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
230,training,2026-08-01T07:50:00+00:00,2026-08-01T08:10:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
231,training,2026-08-01T08:15:00+00:00,2026-08-01T08:35:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
232,training,2026-08-01T08:40:00+00:00,2026-08-01T09:00:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
233,training,2026-08-01T09:05:00+00:00,2026-08-01T09:25:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
234,training,2026-08-01T09:30:00+00:00,2026-08-01T09:50:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
235,training,2026-08-01T09:55:00+00:00,2026-08-01T10:15:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
236,training,2026-08-01T10:20:00+00:00,2026-08-01T10:40:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
237,training,2026-08-01T10:45:00+00:00,2026-08-01T11:05:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
238,training,2026-08-01T11:10:00+00:00,2026-08-01T11:30:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
239,training,2026-08-01T11:35:00+00:00,2026-08-01T11:55:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
240,training,2026-08-01T12:00:00+00:00,2026-08-01T12:20:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
241,training,2026-08-01T12:25:00+00:00,2026-08-01T12:45:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
242,training,2026-08-01T12:50:00+00:00,2026-08-01T13:10:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
243,training,2026-08-01T13:15:00+00:00,2026-08-01T13:35:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
244,training,2026-08-01T13:40:00+00:00,2026-08-01T14:00:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
245,training,2026-08-01T14:05:00+00:00,2026-08-01T14:25:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
246,training,2026-08-01T14:30:00+00:00,2026-08-01T14:50:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
247,training,2026-08-01T14:55:00+00:00,2026-08-01T15:15:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
248,training,2026-08-01T15:20:00+00:00,2026-08-01T15:40:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
249,training,2026-08-01T15:45:00+00:00,2026-08-01T16:05:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
250,training,2026-08-01T16:10:00+00:00,2026-08-01T16:30:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
251,training,2026-08-01T16:35:00+00:00,2026-08-01T16:55:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
252,training,2026-08-01T17:00:00+00:00,2026-08-01T17:20:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
253,training,2026-08-01T17:25:00+00:00,2026-08-01T17:45:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
254,training,2026-08-01T17:50:00+00:00,2026-08-01T18:10:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
255,training,2026-08-01T18:15:00+00:00,2026-08-01T18:35:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
256,training,2026-08-01T18:40:00+00:00,2026-08-01T19:00:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
257,training,2026-08-01T19:05:00+00:00,2026-08-01T19:25:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
258,training,2026-08-01T19:30:00+00:00,2026-08-01T19:50:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
259,training,2026-08-01T19:55:00+00:00,2026-08-01T20:15:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
260,training,2026-08-01T20:20:00+00:00,2026-08-01T20:40:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
261,training,2026-08-01T20:45:00+00:00,2026-08-01T21:05:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
262,training,2026-08-01T21:10:00+00:00,2026-08-01T21:30:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
263,training,2026-08-01T21:35:00+00:00,2026-08-01T21:55:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
264,training,2026-08-01T22:00:00+00:00,2026-08-01T22:20:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
265,training,2026-08-01T22:25:00+00:00,2026-08-01T22:45:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
266,training,2026-08-01T22:50:00+00:00,2026-08-01T23:10:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
267,training,2026-08-01T23:15:00+00:00,2026-08-01T23:35:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
268,training,2026-08-01T23:40:00+00:00,2026-08-02T00:00:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
269,training,2026-08-02T00:05:00+00:00,2026-08-02T00:25:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
270,training,2026-08-02T00:30:00+00:00,2026-08-02T00:50:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
271,training,2026-08-02T00:55:00+00:00,2026-08-02T01:15:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
272,training,2026-08-02T01:20:00+00:00,2026-08-02T01:40:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
273,training,2026-08-02T01:45:00+00:00,2026-08-02T02:05:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
274,training,2026-08-02T02:10:00+00:00,2026-08-02T02:30:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
275,training,2026-08-02T02:35:00+00:00,2026-08-02T02:55:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
276,training,2026-08-02T03:00:00+00:00,2026-08-02T03:20:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
277,training,2026-08-02T03:25:00+00:00,2026-08-02T03:45:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
278,training,2026-08-02T03:50:00+00:00,2026-08-02T04:10:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
279,training,2026-08-02T04:15:00+00:00,2026-08-02T04:35:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
280,training,2026-08-02T04:40:00+00:00,2026-08-02T05:00:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
281,training,2026-08-02T05:05:00+00:00,2026-08-02T05:25:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
282,training,2026-08-02T05:30:00+00:00,2026-08-02T05:50:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
283,training,2026-08-02T05:55:00+00:00,2026-08-02T06:15:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
284,training,2026-08-02T06:20:00+00:00,2026-08-02T06:40:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
285,training,2026-08-02T06:45:00+00:00,2026-08-02T07:05:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
286,training,2026-08-02T07:10:00+00:00,2026-08-02T07:30:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
287,training,2026-08-02T07:35:00+00:00,2026-08-02T07:55:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
288,training,2026-08-02T08:00:00+00:00,2026-08-02T08:20:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
289,training,2026-08-02T08:25:00+00:00,2026-08-02T08:45:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
290,training,2026-08-02T08:50:00+00:00,2026-08-02T09:10:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
291,training,2026-08-02T09:15:00+00:00,2026-08-02T09:35:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
292,training,2026-08-02T09:40:00+00:00,2026-08-02T10:00:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
293,training,2026-08-02T10:05:00+00:00,2026-08-02T10:25:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
294,training,2026-08-02T10:30:00+00:00,2026-08-02T10:50:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
295,training,2026-08-02T10:55:00+00:00,2026-08-02T11:15:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
296,training,2026-08-02T11:20:00+00:00,2026-08-02T11:40:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
297,training,2026-08-02T11:45:00+00:00,2026-08-02T12:05:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
298,training,2026-08-02T12:10:00+00:00,2026-08-02T12:30:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
299,training,2026-08-02T12:35:00+00:00,2026-08-02T12:55:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
300,training,2026-08-02T13:00:00+00:00,2026-08-02T13:20:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
301,training,2026-08-02T13:25:00+00:00,2026-08-02T13:45:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
302,training,2026-08-02T13:50:00+00:00,2026-08-02T14:10:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
303,training,2026-08-02T14:15:00+00:00,2026-08-02T14:35:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
304,training,2026-08-02T14:40:00+00:00,2026-08-02T15:00:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
305,training,2026-08-02T15:05:00+00:00,2026-08-02T15:25:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
306,training,2026-08-02T15:30:00+00:00,2026-08-02T15:50:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
307,training,2026-08-02T15:55:00+00:00,2026-08-02T16:15:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
308,training,2026-08-02T16:20:00+00:00,2026-08-02T16:40:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
309,training,2026-08-02T16:45:00+00:00,2026-08-02T17:05:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
310,training,2026-08-02T17:10:00+00:00,2026-08-02T17:30:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
311,training,2026-08-02T17:35:00+00:00,2026-08-02T17:55:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
312,training,2026-08-02T18:00:00+00:00,2026-08-02T18:20:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
313,training,2026-08-02T18:25:00+00:00,2026-08-02T18:45:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
314,training,2026-08-02T18:50:00+00:00,2026-08-02T19:10:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
315,training,2026-08-02T19:15:00+00:00,2026-08-02T19:35:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
316,training,2026-08-02T19:40:00+00:00,2026-08-02T20:00:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
317,training,2026-08-02T20:05:00+00:00,2026-08-02T20:25:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
318,training,2026-08-02T20:30:00+00:00,2026-08-02T20:50:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
319,training,2026-08-02T20:55:00+00:00,2026-08-02T21:15:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
320,training,2026-08-02T21:20:00+00:00,2026-08-02T21:40:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
321,training,2026-08-02T21:45:00+00:00,2026-08-02T22:05:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
322,training,2026-08-02T22:10:00+00:00,2026-08-02T22:30:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
323,training,2026-08-02T22:35:00+00:00,2026-08-02T22:55:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
324,training,2026-08-02T23:00:00+00:00,2026-08-02T23:20:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
325,training,2026-08-02T23:25:00+00:00,2026-08-02T23:45:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
326,training,2026-08-02T23:50:00+00:00,2026-08-03T00:10:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
327,training,2026-08-03T00:15:00+00:00,2026-08-03T00:35:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
328,training,2026-08-03T00:40:00+00:00,2026-08-03T01:00:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
329,training,2026-08-03T01:05:00+00:00,2026-08-03T01:25:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
330,training,2026-08-03T01:30:00+00:00,2026-08-03T01:50:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
331,training,2026-08-03T01:55:00+00:00,2026-08-03T02:15:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
332,training,2026-08-03T02:20:00+00:00,2026-08-03T02:40:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
333,training,2026-08-03T02:45:00+00:00,2026-08-03T03:05:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
334,training,2026-08-03T03:10:00+00:00,2026-08-03T03:30:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
335,training,2026-08-03T03:35:00+00:00,2026-08-03T03:55:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
336,training,2026-08-03T04:00:00+00:00,2026-08-03T04:20:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
337,training,2026-08-03T04:25:00+00:00,2026-08-03T04:45:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
338,training,2026-08-03T04:50:00+00:00,2026-08-03T05:10:00+00:00,missed,host_slot_missed,captured_stored_report_missing,recovery,true,0,90198355874200
339,training,2026-08-03T05:15:00+00:00,2026-08-03T05:35:00+00:00,missed,host_slot_missed,never_started_no_slot_directory,recovery,false,0,90198355874200
340,training,2026-08-03T05:40:00+00:00,2026-08-03T06:00:00+00:00,admitted,admitted,admitted,result,true,889583624100,91087939498300
341,training,2026-08-03T06:05:00+00:00,2026-08-03T06:25:00+00:00,admitted,admitted,admitted,result,true,889675235300,91977614733600
342,training,2026-08-03T06:30:00+00:00,2026-08-03T06:50:00+00:00,admitted,admitted,admitted,result,true,889592008900,92867206742500
343,training,2026-08-03T06:55:00+00:00,2026-08-03T07:15:00+00:00,admitted,admitted,admitted,result,true,889656645000,93756863387500
344,training,2026-08-03T07:20:00+00:00,2026-08-03T07:40:00+00:00,admitted,admitted,admitted,result,true,889652090900,94646515478400
345,training,2026-08-03T07:45:00+00:00,2026-08-03T08:05:00+00:00,admitted,admitted,admitted,result,true,889647216500,95536162694900
346,training,2026-08-03T08:10:00+00:00,2026-08-03T08:30:00+00:00,admitted,admitted,admitted,result,true,889628293700,96425790988600
347,training,2026-08-03T08:35:00+00:00,2026-08-03T08:55:00+00:00,admitted,admitted,admitted,result,true,889606367300,97315397355900
348,training,2026-08-03T09:00:00+00:00,2026-08-03T09:20:00+00:00,admitted,admitted,admitted,result,true,889652736600,98205050092500
349,training,2026-08-03T09:25:00+00:00,2026-08-03T09:45:00+00:00,admitted,admitted,admitted,result,true,889684980000,99094735072500
350,training,2026-08-03T09:50:00+00:00,2026-08-03T10:10:00+00:00,admitted,admitted,admitted,result,true,889573924700,99984308997200
351,training,2026-08-03T10:15:00+00:00,2026-08-03T10:35:00+00:00,admitted,admitted,admitted,result,true,889638874000,100873947871200
352,training,2026-08-03T10:40:00+00:00,2026-08-03T11:00:00+00:00,admitted,admitted,admitted,result,true,889647191300,101763595062500
353,training,2026-08-03T11:05:00+00:00,2026-08-03T11:25:00+00:00,admitted,admitted,admitted,result,true,889674935100,102653269997600
354,training,2026-08-03T11:30:00+00:00,2026-08-03T11:50:00+00:00,admitted,admitted,admitted,result,true,889626149600,103542896147200
355,training,2026-08-03T11:55:00+00:00,2026-08-03T12:15:00+00:00,admitted,admitted,admitted,result,true,889708789200,104432604936400
356,training,2026-08-03T12:20:00+00:00,2026-08-03T12:40:00+00:00,admitted,admitted,admitted,result,true,889679586700,105322284523100
357,training,2026-08-03T12:45:00+00:00,2026-08-03T13:05:00+00:00,admitted,admitted,admitted,result,true,889588541000,106211873064100
358,training,2026-08-03T13:10:00+00:00,2026-08-03T13:30:00+00:00,admitted,admitted,admitted,result,true,889647701300,107101520765400
359,training,2026-08-03T13:35:00+00:00,2026-08-03T13:55:00+00:00,admitted,admitted,admitted,late_adjudication,true,889620940100,107991141705500
360,training,2026-08-03T14:00:00+00:00,2026-08-03T14:20:00+00:00,missed,host_slot_missed,captured_unsupported_terminal_class,recovery,true,0,107991141705500
361,training,2026-08-03T14:25:00+00:00,2026-08-03T14:45:00+00:00,admitted,admitted,admitted,late_adjudication,true,889640446200,108880782151700
362,training,2026-08-03T14:50:00+00:00,2026-08-03T15:10:00+00:00,admitted,admitted,admitted,result,true,889668192600,109770450344300
363,training,2026-08-03T15:15:00+00:00,2026-08-03T15:35:00+00:00,admitted,admitted,admitted,result,true,889575082900,110660025427200
364,training,2026-08-03T15:40:00+00:00,2026-08-03T16:00:00+00:00,admitted,admitted,admitted,result,true,889604608200,111549630035400
365,training,2026-08-03T16:05:00+00:00,2026-08-03T16:25:00+00:00,admitted,admitted,admitted,result,true,889557482600,112439187518000
366,training,2026-08-03T16:30:00+00:00,2026-08-03T16:50:00+00:00,admitted,admitted,admitted,result,true,889625458500,113328812976500
367,training,2026-08-03T16:55:00+00:00,2026-08-03T17:15:00+00:00,admitted,admitted,admitted,result,true,889646020200,114218458996700
368,training,2026-08-03T17:20:00+00:00,2026-08-03T17:40:00+00:00,admitted,admitted,admitted,result,true,889605550300,115108064547000
369,training,2026-08-03T17:45:00+00:00,2026-08-03T18:05:00+00:00,admitted,admitted,admitted,result,true,889601356300,115997665903300
370,training,2026-08-03T18:10:00+00:00,2026-08-03T18:30:00+00:00,admitted,admitted,admitted,result,true,889603407100,116887269310400
371,training,2026-08-03T18:35:00+00:00,2026-08-03T18:55:00+00:00,admitted,admitted,admitted,result,true,889588512800,117776857823200
372,training,2026-08-03T19:00:00+00:00,2026-08-03T19:20:00+00:00,admitted,admitted,admitted,result,true,889598603100,118666456426300
373,training,2026-08-03T19:25:00+00:00,2026-08-03T19:45:00+00:00,admitted,admitted,admitted,result,true,889587747600,119556044173900
374,training,2026-08-03T19:50:00+00:00,2026-08-03T20:10:00+00:00,admitted,admitted,admitted,result,true,889670543100,120445714717000
375,training,2026-08-03T20:15:00+00:00,2026-08-03T20:35:00+00:00,admitted,admitted,admitted,result,true,889754018500,121335468735500
376,training,2026-08-03T20:40:00+00:00,2026-08-03T21:00:00+00:00,admitted,admitted,admitted,result,true,889741086700,122225209822200
377,training,2026-08-03T21:05:00+00:00,2026-08-03T21:25:00+00:00,admitted,admitted,admitted,result,true,889628716600,123114838538800
378,training,2026-08-03T21:30:00+00:00,2026-08-03T21:50:00+00:00,admitted,admitted,admitted,result,true,889687991000,124004526529800
379,training,2026-08-03T21:55:00+00:00,2026-08-03T22:15:00+00:00,admitted,admitted,admitted,result,true,889669159900,124894195689700
380,training,2026-08-03T22:20:00+00:00,2026-08-03T22:40:00+00:00,admitted,admitted,admitted,result,true,889689843500,125783885533200
381,training,2026-08-03T22:45:00+00:00,2026-08-03T23:05:00+00:00,admitted,admitted,admitted,result,true,889652670800,126673538204000
382,training,2026-08-03T23:10:00+00:00,2026-08-03T23:30:00+00:00,admitted,admitted,admitted,result,true,889616769500,127563154973500
383,training,2026-08-03T23:35:00+00:00,2026-08-03T23:55:00+00:00,admitted,admitted,admitted,result,true,889687368700,128452842342200
384,training,2026-08-04T00:00:00+00:00,2026-08-04T00:20:00+00:00,admitted,admitted,admitted,result,true,889543624800,129342385967000
385,training,2026-08-04T00:25:00+00:00,2026-08-04T00:45:00+00:00,admitted,admitted,admitted,result,true,889665888900,130232051855900
