path	index_blob	working_sha256	mechanical_status	lines	functions	bare_except	error_type
.agents/skills/ai-regression-testing/SKILL.md	a025fd19b24f5cfc29992a7f692882b8d2d79ff9		metadata_only_not_reviewed				
.agents/skills/ai-regression-testing/agents/openai.yaml	8f9729f09d313af25c0a08c1c7b8a8c63f8b6c33		metadata_only_not_reviewed				
.agents/skills/cocoindex-code-search/SKILL.md	d6ddd15fa27a32123b80b42c69cc82d5d3d31e2e		metadata_only_not_reviewed				
.agents/skills/cocoindex-code-search/agents/openai.yaml	706b789805caed246a170fb5a0d243d5292341df		metadata_only_not_reviewed				
.agents/skills/context-budget/SKILL.md	3818dc37e1ab276dd222dfac004e426800a0c798		metadata_only_not_reviewed				
.agents/skills/docker-patterns/SKILL.md	c8d233d3f484879493b2e7bd3a6bca96a7221d86		metadata_only_not_reviewed				
.agents/skills/docs-knowledge-maintainer/SKILL.md	210a5e2f5b79cdfed0ffb7efaed54a67de3266d0		metadata_only_not_reviewed				
.agents/skills/docs-knowledge-maintainer/agents/openai.yaml	8d223fed2034af83bbe5eba6e9ce1f4c75d4150e		metadata_only_not_reviewed				
.agents/skills/env-contract/SKILL.md	a80da98508241439ed56d8061a4f8d78346a969d		metadata_only_not_reviewed				
.agents/skills/karpathy-guidelines/SKILL.md	d8e0d91f029853d0c165ed285bdd081cbd027dcc		metadata_only_not_reviewed				
.agents/skills/karpathy-guidelines/agents/openai.yaml	bc8668a2abf89c73e940ba70905dd53bc32178f9		metadata_only_not_reviewed				
.agents/skills/python-patterns/SKILL.md	7f435a6b467d0d556a31d38d2538db74db38d9cb		metadata_only_not_reviewed				
.agents/skills/rate-limit-compliance/SKILL.md	87afa54a83317beddedd645f48a241de9011a8d1		metadata_only_not_reviewed				
.agents/skills/search-first/SKILL.md	3bbe05f256b59b996647bab8c83219bbb32df7f2		metadata_only_not_reviewed				
.agents/skills/search-first/agents/openai.yaml	5885dc4f812e514857bce43f0375194293712359		metadata_only_not_reviewed				
.agents/skills/secret-hygiene/SKILL.md	7f5dec4aa62c45c960b4c7b08739879baa00616f		metadata_only_not_reviewed				
.agents/skills/security-review/SKILL.md	b584d0ff576ef3d07aee07ad48f7acfd427f1980		metadata_only_not_reviewed				
.agents/skills/source-audit/SKILL.md	c0fa781fad69c282620ffa87f7f541618d4be95c		metadata_only_not_reviewed				
.agents/skills/source-audit/agents/openai.yaml	913ae27a93e3db8109fa753ce22e664ed8bae376		metadata_only_not_reviewed				
.agents/skills/tdd-workflow/SKILL.md	58c793f8446565d1d895d4a7ad820b7573609d11		metadata_only_not_reviewed				
.agents/skills/trading-risk-gates/SKILL.md	caf504500ff38dde9c93ccfb5571dc45b8df30f5		metadata_only_not_reviewed				
.agents/skills/tui-terminal-navigation/SKILL.md	ff335019ee0a3867c87a690dea56136c903b891f		metadata_only_not_reviewed				
.agents/skills/verification-loop/SKILL.md	ca8d52f4e8cd41ed6ad9c6f13f3dec3d402d5b56		metadata_only_not_reviewed				
.codecov.yml	23f4a9edc32c96f169da263cfffc8f49490da87d		metadata_only_not_reviewed				
.deepsource.toml	836fd2d49868a93896ace33fefdf40113a3c5ab6		metadata_only_not_reviewed				
.dockerignore	c5d5d7aa3831177dd741e46ce4609b49ed8dc702		metadata_only_not_reviewed				
.env.example	6cf16dcd7435dcede2f3c9e05ac904d3fd54f012		metadata_only_not_reviewed				
.gitattributes	06926ce3de225807789833fc6cc720d85fd1b267		metadata_only_not_reviewed				
.github/actions/windows-beta-release/action.yml	0458019268f00726636305fea741e828794205f7		metadata_only_not_reviewed				
.github/dependabot.yml	5db2fb283d1bf0e2617bffbdb255d9abfda6a41b		metadata_only_not_reviewed				
.github/readme_badges.json	c4f30b4d2d3b0a99d7f541d1adce8fed2aebac91		metadata_only_not_reviewed				
.github/requirements/vulture-ci.in	cbbad7f269c01b958a4f8f75c7357d996e4800f6		metadata_only_not_reviewed				
.github/requirements/vulture-ci.txt	9faca7e38e760d5c28da80569fafb1a279c7b7d4		metadata_only_not_reviewed				
.github/workflows/ci.yml	cde8b05255d77c99e328f8f7a3166b6abc7cc471		metadata_only_not_reviewed				
.github/workflows/codeql.yml	abfa8decb70e274e4c748317a766198b71edda71		metadata_only_not_reviewed				
.github/workflows/release.yml	9b160e2a9dd534f702366670325ea9b6754b5d2c		metadata_only_not_reviewed				
.github/workflows/ruff.yml	afc7f189a0d16199d14f871ecd830eee17afb151		metadata_only_not_reviewed				
.github/workflows/super-linter.yml	3e631af65f0e963b21fc3ed30ba2d4a9ae475afa		metadata_only_not_reviewed				
.github/workflows/vulture.yml	c833bf4291fb0a6f186ff55e24e46817f73d771e		metadata_only_not_reviewed				
.gitignore	8dd6395f9da4aac94804b76fc753430a5a91b012		metadata_only_not_reviewed				
.markdownlint.yaml	0a4909df401aca56d6327a9ff62c075310079516		metadata_only_not_reviewed				
.pre-commit-config.yaml	c344b5f2a62ce10afb55d5c33fc20369b9deeda4		metadata_only_not_reviewed				
.yamllint	6ea1e71551c465f3db9e8c38d4aedd44ce1971b8		metadata_only_not_reviewed				
AGENTS.md	01a0597eefde22de3d28bf50d5697231677f79ae		metadata_only_not_reviewed				
CONTRIBUTING.md	402f378c311f648c97fdf7632602edb0d67ee672		metadata_only_not_reviewed				
Dockerfile	fbd8c919dd4da34d4b7d1090ab8dbdf5609af0a2		metadata_only_not_reviewed				
LICENSE	9c4904f85a6434e3f43a17dabd29ee0fbd794301		metadata_only_not_reviewed				
LIVE_TESTNET_RUNBOOK.md	3ec6338961464b41ba8e07a1bff280209d71fd1d		metadata_only_not_reviewed				
PLANNING.md	4b9939ca9730dc681ac703a25534d1d1a91f0efe		metadata_only_not_reviewed				
README.md	a6bdce00de0d8eefb808032f9eff30284e0fa020		metadata_only_not_reviewed				
SECURITY.md	d4999bac89c99d46e7947185eac03525ee9fab9c		metadata_only_not_reviewed				
artifacts/native-windows-dashboard.png	d40e2cb4c62901fcc65e0f63ea9706bb746a937d		metadata_only_not_reviewed				
artifacts/native-windows-layout-v3.png	58b2f2b6edc97b8ffa91c2e16beacb4fef329f60		metadata_only_not_reviewed				
artifacts/simple-ai-trading-native-reference-v1.png	cd70c58347aacfb6298c9145802432f37b0a8b1b		metadata_only_not_reviewed				
data/binance-blvt-public-inventory-v1/raw/exchange-info.json	76b8f46aafe96721ae8ef537519eda9a51335081		metadata_only_not_reviewed				
data/binance-blvt-public-inventory-v1/request-journal.jsonl	4879802767380930bae389ee0847d0ad42c0fa84		metadata_only_not_reviewed				
data/binance-bstock-inventory-delta-v1/raw/bstock_inventory.json	41e6f970f4caf42941a592a7bfde2c28a87c5215		metadata_only_not_reviewed				
data/binance-bstock-sep2-listing-trigger-v2/announcement-request-journal.jsonl	fb7481af9f110cd74581704218ac3a5d87f62ad0		metadata_only_not_reviewed				
data/binance-bstock-sep2-listing-trigger-v2/inventory-delta-journal.json	1e61f396e34d4bb93da4ff72a73df97c3c7f7329		metadata_only_not_reviewed				
data/binance-bstock-sep2-listing-trigger-v2/raw/announcement.json	95c69e25004f6377696fef5f0eac392b52a04d95		metadata_only_not_reviewed				
data/binance-bstock-sep2-listing-trigger-v2/raw/bstock_inventory.json	7a7c34baa06f209b7b07d7fbafa0986d8700ea24		metadata_only_not_reviewed				
data/binance-bstock-sep2-listing-trigger-v2/raw/futures_exchange_info.json	88d3d049475dacd7b5c40903f9e335f080794f69		metadata_only_not_reviewed				
data/binance-commodity-option-expiry-delta-v1/raw/options-exchange-info.raw	14a6a6a3dbdf83cd56c6e165a924965b944654aa		metadata_only_not_reviewed				
data/binance-commodity-option-expiry-delta-v1/request-journal.jsonl	cccc7ce83238764d677c898ecce837e1636bde66		metadata_only_not_reviewed				
data/binance-commodity-option-perpetual-lower-bound-v1/raw/futures-exchange-info.raw	fc3d9a64f2adcc07507d3bbd4e240d73f10b55aa		metadata_only_not_reviewed				
data/binance-copy-trading-lead-vip-fee-overlay-v1/raw/00-faq-request-journal.jsonl	37869a193cacbff74c0a7b7fab1c324dcf9ee2d9		metadata_only_not_reviewed				
data/binance-copy-trading-lead-vip-fee-overlay-v1/raw/00-request-journal.jsonl	af241acc22f71e7cba306096c7537ad19fc7a950		metadata_only_not_reviewed				
data/binance-copy-trading-lead-vip-fee-overlay-v1/raw/01-announcement.raw.json	4e676ea6d1b6438f24aee1345bbba35f36461ffb		metadata_only_not_reviewed				
data/binance-copy-trading-lead-vip-fee-overlay-v1/raw/02-program-faq.raw.json	a12b7b90c60380b4b2b110ef04f9cd9f1a139c50		metadata_only_not_reviewed				
data/binance-crwdb-bstock-perpetual-topbook-v1/futures-request-journal.jsonl	89324b3e54178d9d2191ba0fd04b47fb32411a8e		metadata_only_not_reviewed				
data/binance-crwdb-bstock-perpetual-topbook-v1/raw/futures-book.json	ac8bdb9179eff914cd680c2da2f02547d325adc7		metadata_only_not_reviewed				
data/binance-crwdb-bstock-perpetual-topbook-v1/raw/spot-book.json	85e8a36f09f773fd5f437776af855fc0d955cc9f		metadata_only_not_reviewed				
data/binance-crwdb-bstock-perpetual-topbook-v1/spot-request-journal.jsonl	eaf1c8f86f41eb8400da0ca94eb4321c96f7c445		metadata_only_not_reviewed				
data/binance-crypto-option-distinct-price-prefilter-v2-2026-09-04/futures-request-journal.jsonl	7174ab02f366413b9095ff25c22b7f5d97330bb6		metadata_only_not_reviewed				
data/binance-crypto-option-distinct-price-prefilter-v2-2026-09-04/options-request-journal.jsonl	5d3b7c5bf7382a9fcb2ed9a199aced6fc8e088a2		metadata_only_not_reviewed				
data/binance-crypto-option-distinct-price-prefilter-v2-2026-09-04/raw/futures-all-book-tickers.json	2b2441c4a84c2ebb61111d42f6030b1171496810		metadata_only_not_reviewed				
data/binance-crypto-option-distinct-price-prefilter-v2-2026-09-04/raw/options-all-tickers.json	e10ce832c928927ac4c41eb340b4d4942485553b		metadata_only_not_reviewed				
data/binance-crypto-option-population-gate-v2-2026-09-04/raw/exchange-info.json	c9fe0e5a886b41ceb40845ada2750679b4dd7d6c		metadata_only_not_reviewed				
data/binance-crypto-option-population-gate-v2-2026-09-04/request-journal.jsonl	ac2674802b4ed73008d6f65542e86311cd3e897f		metadata_only_not_reviewed				
data/binance-crypto-option-population-price-prefilter-v1/raw/futures-all-book-tickers.raw	4acae9cec9ecea0e428d6beb74181b17e998bd03		metadata_only_not_reviewed				
data/binance-crypto-option-population-price-prefilter-v1/raw/options-all-tickers.raw	c267835a5c546db133c34cbb536984b6b7fb01b6		metadata_only_not_reviewed				
data/binance-crypto-option-population-price-prefilter-v1/request-journal.jsonl	5d3751652190117bd7611bad74e7f4731ad983f9		metadata_only_not_reviewed				
data/binance-cxmt-four-hour-funding-trigger-v1/raw/announcement.json	6884dc614799c1ef0c0140e5a3cb7160bf6b9327		metadata_only_not_reviewed				
data/binance-cxmt-four-hour-funding-trigger-v1/request-journal.jsonl	ac374444de81c04bfc648ce448f4dd73295165af		metadata_only_not_reviewed				
data/binance-funding-estimate-lock-v1/raw/BTCUSDT-funding-history.json	be2fa79333e5df9181bda11da2f5048379d23ab3		metadata_only_not_reviewed				
data/binance-funding-estimate-lock-v1/raw/ETHUSDT-funding-history.json	9cd506438f290ca05f6bb423136afada54d70a7c		metadata_only_not_reviewed				
data/binance-funding-estimate-lock-v1/raw/SOLUSDT-funding-history.json	f061b739caa6a78feb2bf09afd351a0fb7568116		metadata_only_not_reviewed				
data/binance-funding-estimate-lock-v1/request-journal.jsonl	99685b4e00cd009dc88aaf8082d5502e909fb2be		metadata_only_not_reviewed				
